logM_cut,logM1,sigma,alpha,kappa,alpha_c,alpha_s,log10_f_ic
11.4307720605,12.8539451258,1.3213366504,1.7462708329,1.1191755764,1.5699386660,1.1287079766,-1.3541016507
12.4133155265,13.5306715299,1.0175212113,1.9987835752,0.6695535972,0.5916097116,0.7067257832,-1.1899341242
11.5384655878,13.6673801240,2.0545031485,1.6965877555,0.5305600593,0.8736471955,1.9225750068,-1.2769215189
12.0111276372,15.1191060055,1.4466443816,1.5648683165,2.2102702504,0.8379159387,0.7314788614,-1.9292370754
13.6028402656,14.3676605841,0.9481005713,0.5607995266,1.2301021026,0.0703052988,1.0779449048,-1.0841657291
13.1120735087,13.3446368876,1.0574124713,1.4711960800,0.3166502384,1.0979453718,1.1457232586,-0.8801967368
13.0494983609,14.7564744452,0.6400937122,1.0350400011,1.9192109652,1.6197326390,0.1040776552,-1.8901571965
11.5345187703,12.0909097256,0.1522075780,0.5488892034,0.8432455779,1.6244456410,0.0822623966,-0.9124393541
12.5678958961,13.5959626617,2.9287594271,1.9552860167,0.4172839675,0.2256613994,0.6463612010,-1.4502259083
13.7147431318,12.2998162520,0.8610226239,0.6395787750,2.9505645290,0.2615013285,1.0454649346,-1.6553289920
13.6773285305,13.1744249148,2.9170331803,1.9815787555,0.7787295979,0.6408113543,1.9537045429,-0.8667241734
11.5526956303,14.0509432333,1.1608288232,0.9108653707,1.4087053981,0.9586959030,1.1133059381,-1.2231836111
13.4135177092,15.4678176774,2.9657093204,1.9105101906,1.9320256589,0.1718494325,1.3746638880,-1.6999632941
13.2747595826,14.8553776178,2.9235073210,0.9896723172,1.8965251659,0.8455186930,1.2944544077,-1.9669297158
13.9506615816,12.8888031345,0.0828433316,0.6501204316,2.9823542971,1.7880091819,0.2480620163,-1.3518315333
11.2006840498,12.1506201927,0.5125191826,0.7697679450,2.5207476544,0.6829215389,1.2203452147,-0.7400048155
12.5309321347,14.7385352341,0.7348718283,1.2632573743,0.6727349069,1.5130334750,0.0137835391,-1.5145317402
12.0737025378,14.6203682190,0.4212841175,0.3367603227,1.7591321703,0.1643681379,0.0382775253,-0.8382282658
11.3975246661,13.6475245680,1.6212924797,1.4404340710,1.5661354125,0.2970026643,0.8686892531,-0.8742812210
12.7966080604,15.3885710379,1.5247197937,0.8054044930,1.3205726286,1.6527477954,0.8057590364,-1.9050880007
13.6327620460,15.5687068314,2.5627684518,1.8980870869,0.4728567641,0.2202134320,0.8677341479,-1.4338175741
12.5136518160,15.2285156566,0.5215449431,1.4201014539,2.1902057160,1.2316523467,0.7452627565,-1.1391839773
12.5268515609,13.3879174628,1.3290177286,0.5569096827,1.1156366876,0.1034308739,1.2855597969,-1.5006387998
11.9659307058,14.3719776022,2.6676622407,1.2282056660,1.8915725347,0.3972234826,0.0972144962,-0.8191441157
11.6836547469,13.9539914688,2.7377044560,0.3177734409,1.4641075227,1.7695495154,1.1619446716,-0.7485573382
12.6584243273,15.8857180681,2.2505754456,0.5857924299,0.4980851944,0.9031937135,0.9616909706,-0.6726021275
12.2434692376,13.5205198965,0.6825398419,0.5121154670,2.2000202371,0.6777270597,1.8741628291,-1.6440755188
13.7927640305,14.9072680443,1.9655673779,0.5694101065,2.3044102231,1.0792845366,0.2778626440,-1.0047842372
11.3814626960,15.1238677632,0.6072818876,0.4290584083,2.6082414430,1.4443992459,1.1850167808,-1.1028622627
13.1030238460,14.3610830361,1.3828009376,0.7588019830,1.6807360925,0.0547860565,0.0760550756,-1.0595618242
13.3558177826,13.7378498503,1.3720849596,1.8178626753,2.5773072727,0.2336044658,1.6543105399,-1.6902527422
11.2351970385,14.8441330272,0.8730606784,1.7957802731,2.3375071727,0.4167993571,1.7118303244,-0.6080739833
13.9796687182,15.3721917991,1.6667652425,0.3123034595,2.8126558955,0.0137363759,1.8462736969,-1.4205006254
12.5578433656,14.2465424624,1.7379393052,0.6377191027,2.7271209554,0.0233643199,0.5855100383,-1.2630081297
13.3657025546,15.3675334163,1.5051375111,0.6797099773,1.6291421876,1.4674730887,1.8053416127,-1.8273703639
13.5465207119,14.9792379211,0.6564504582,1.8564434400,1.2579888728,1.4936865831,0.8998082409,-0.7224602569
13.2926861697,15.1693993484,2.0616801000,1.7835451914,0.8888202559,0.6685335908,0.0403905828,-0.6565814432
12.6689963242,13.8748678700,2.3927324488,1.6904350484,1.8998815426,0.3619137180,0.7979921081,-1.2478972484
13.0712698568,15.9617526122,2.5459766939,0.5982300854,2.5169927454,0.8786952397,1.1527950360,-1.0296903068
11.6190320483,14.6692058115,0.9720570572,0.5236779119,1.7893410459,0.1691437731,0.2831489121,-1.8824859372
13.9924210209,14.4185632622,0.4368854929,1.9601676452,1.9712008771,1.2649443672,0.5243772381,-1.1724908517
12.4090444216,13.8410878630,0.1058416242,1.4946536833,1.5322182384,1.6727781019,1.4563204248,-1.1192041085
12.1934544522,12.9100561220,2.1688675646,1.7204934899,0.8000718086,0.8777025712,1.1370801025,-1.8944846539
12.8925834240,14.4540067047,1.4503236192,1.5984837926,2.8916026575,1.6106452907,0.7532084664,-0.9274348599
12.9695121035,15.2126157980,1.0739030134,1.3408250287,2.3077686309,1.5748026244,1.1075046440,-1.3847330995
12.2933065136,15.9332175292,1.3164135201,0.7429581898,0.7874994316,0.8095680417,0.9208699011,-1.9082189035
11.5653727023,12.8435462740,1.5375433728,1.9416702816,0.3770789350,1.1611325013,1.9901841338,-1.6207349034
13.0289082031,12.7590973904,2.4919437516,1.4881723481,2.4156639810,1.3406626002,0.7703236659,-2.0378488724
12.3238077965,14.7552909317,0.1738883819,1.0619541302,0.7288489968,1.8278176609,0.7081248754,-0.9074452820
13.5446744796,12.4024854509,2.4695002814,1.1768519761,0.7983406407,0.5752859654,0.4701746000,-1.5988796661
13.3093775194,14.1795570394,0.0165534216,1.0577829418,2.0418107277,0.3357231944,1.5218913794,-0.7510566436
11.4423307990,12.9486465404,2.5107761111,0.8103381706,0.9829991962,1.3239438600,1.5550773685,-1.0128319369
12.9399375876,12.4998967320,1.1848938314,1.8491638476,2.1219325541,1.6046871658,0.1365001557,-1.3020889967
11.8334446889,14.1469263151,0.5928313621,1.0546527134,0.3058356990,1.6128785424,0.5169906694,-1.5584528322
13.6098633839,13.0244368829,1.2998409364,1.2300215022,1.6259489345,1.6140179404,0.7117366465,-1.0901940246
12.0517474158,15.7094225059,1.3041634171,1.0038592479,2.9616480602,1.9550008492,0.4449570258,-1.6682427440
11.5787769193,13.5996445313,2.3589207067,1.0176573537,2.6237566297,1.0065811584,0.4596864520,-0.8262689235
13.3337343112,14.8513892252,0.4869244216,0.7989400871,0.6954649518,1.1205870206,1.2410225190,-0.9564004896
12.9941534771,12.3744859736,0.1114042789,1.1889131657,2.7634865468,1.9316314259,1.8103069208,-1.8368685659
12.1536714634,12.0990007013,2.6086894659,1.6872720590,2.0455251349,0.3750610209,0.6905074524,-1.4315685706
12.9544032129,15.9106522091,1.1335472407,1.9766865243,1.2642428165,1.4001888147,1.0702383941,-1.8636776757
11.3140046147,15.6134483050,0.3901358853,0.6268640139,0.7522639089,1.0486223829,1.8884549242,-0.8158789039
12.8302629959,13.1102672378,0.2541791804,1.1185502012,0.8472139195,0.8541144708,0.1769840683,-1.1932080845
13.8450250506,14.6894423720,2.1854398462,1.8773806168,2.6817531389,0.3912819743,1.8071348431,-1.2453085006
11.5120504850,12.9011917798,0.1803565040,0.5821122670,1.2099720038,1.3465923645,0.7154314026,-1.1418067121
12.5123709538,13.8844970970,1.1031258295,1.9295132041,1.7101945073,1.5282560203,0.8146828577,-1.0736296638
13.9995146850,13.7244903687,0.8091728424,0.6771817571,1.9551641404,1.8795967201,1.4237266961,-1.5789390314
11.3867071832,12.6554666032,1.6031966366,0.4194097251,0.8054583644,1.8256889748,1.5348862659,-1.6587205176
12.1963489564,15.8591692710,1.7669927658,1.5622081219,0.6369743594,1.8925515148,1.5780755723,-0.9858131332
11.8785825284,12.5791526622,0.2699459794,0.8070104579,2.6856281874,0.9941064263,0.8329314282,-0.9377362243
11.3527406316,12.2791884328,1.5513659122,1.9019254646,1.2143786552,0.9909443594,0.6986610396,-1.5116742866
11.2753755878,15.6359099246,0.9266566419,0.9827285063,2.1617398922,0.9117270767,1.6331776937,-1.7811624342
13.8288945481,13.6163333602,1.0122025622,0.5849394896,0.7090313506,1.8213716050,0.3722913379,-1.6088625226
11.7782142917,12.0123564584,0.0034860609,1.9204182368,1.6655908551,1.1236937538,0.2786198070,-0.9757029634
12.3908856044,14.8009574911,0.8271140595,1.6306160943,2.3479747548,0.2834529014,1.6646654094,-1.3571200957
12.8198782910,12.1331048009,2.2664686873,0.7509881181,0.3992925857,1.8105223139,1.9045697520,-0.9918999086
11.9544432812,13.6245787533,2.8702514321,1.9562488344,2.5357242899,1.5722675162,1.1951969598,-1.9374108116
12.9836230436,12.9577262504,1.2686549172,1.5460227677,1.6829661508,0.7951527433,0.9595063742,-1.9490215080
13.2166793560,13.7461390107,1.1733945015,1.7114506265,2.3493701618,0.1382229925,1.6234909056,-0.6069885888
12.5383424795,14.8560355731,1.3252169817,1.7098698483,0.4138072852,1.2536790707,1.7783042413,-1.3245183685
13.8615624640,13.1181118495,2.4228777279,1.4108031459,0.9698299257,1.2553460218,1.3768414802,-0.7453161938
12.1582356129,13.1158370669,2.4601716277,1.6497207003,2.0912103521,1.5608492928,1.5824272195,-1.8422226646
13.5822977629,12.0209915723,0.4705514857,1.0812019433,1.8883245502,0.1746975161,1.7395787916,-1.7854559404
11.4548868703,15.8302053175,0.4258666276,0.6243267057,0.8660754253,0.2860010212,1.3213946169,-0.6360395938
13.4917638196,12.6836655785,2.8011777972,1.1024129486,1.9747974760,0.7998986667,0.3131026266,-1.5092574563
12.1152557550,14.1576517383,2.6594830323,0.8257371268,2.3792907732,1.5015066363,1.9321540160,-1.9882769877
13.6268752622,15.8166168566,1.4698934102,1.7746488341,1.2862516219,0.6234400446,0.3282730162,-1.6023604268
13.0148483520,15.9236858201,0.7735202172,1.5709523262,1.5801940501,0.8117108293,0.3662491235,-1.7178445973
11.3359329765,15.6025890624,2.8766456213,0.8457946734,1.0386169186,1.6006193375,1.0848494646,-1.3132525739
13.6650735827,15.1644066308,1.1649020629,1.9446947839,0.3279579979,0.4407872114,1.1971337576,-1.5804371460
13.0355580046,13.5649695425,0.4590932625,0.9477682289,2.7088840134,0.4107964822,0.1505013360,-1.6382670724
12.1394587483,15.4949707809,0.8129895151,1.7858565461,2.4792676089,0.4489726028,0.8954916954,-1.5190394628
13.0831825570,15.5127866019,1.4520014457,1.2888065596,0.7070401118,1.4074652350,0.3658133075,-2.0945910693
13.0787512099,15.3475424178,1.0611849128,1.2364282333,2.0395231704,0.9997887904,1.9242680118,-0.9423316718
12.0648959463,15.8439595734,2.7068543850,1.3297637515,1.4029243538,1.5897767679,1.8900294082,-0.8506880771
12.7696466074,12.1685934020,0.5422653392,1.8227461480,0.6974170513,1.0534533207,1.9939942574,-2.0856418706
13.1011649014,15.9803608309,1.4380745603,0.4452088757,0.7638557083,1.7386001076,0.0866454907,-1.3350906954
12.2503336297,13.2456823465,1.2756225994,1.7700530461,0.4400704709,1.3585951009,0.5084122346,-0.6140790503
13.8375336616,13.1927269839,0.5273817183,1.3721236457,2.5555037763,0.2438000906,1.3818560085,-1.0935385557
11.7882334084,13.4427544690,0.5050180236,1.9830183001,2.0369924829,1.8189498104,1.9169581601,-1.0445653757
12.8083206170,14.0201648344,1.3566358679,1.6184788148,1.2765023990,1.7042329369,0.2437284283,-1.6272743779
13.4168857851,13.2731374831,1.7345813383,1.8716891059,2.1867808333,0.0003104645,0.1472649833,-1.7104810204
11.5569719547,12.4822596550,1.4019508433,0.8573667637,2.9988236379,1.2922165964,0.6359278746,-1.1766860075
12.0269505105,13.3324491557,2.5992186413,0.7048983767,0.4856987342,0.8272943811,0.8721157355,-1.1053289627
13.6568377316,15.1740980466,2.5546467978,1.4219000576,2.5790905818,0.1503637010,1.1890874977,-1.4464191600
12.2238398223,13.2115073577,0.1778346308,1.0334536612,1.1471679208,0.6347539889,1.8860415396,-1.7986835927
13.5899162420,14.2220233647,1.2654996084,1.6165963136,0.9112638614,1.4796853109,0.7776905522,-1.3197845231
12.6327281152,12.9374786665,2.3381196808,1.0856734095,1.7209022845,1.0363188471,1.6767495704,-1.8831741857
13.2540980137,14.5184838809,2.9387448207,1.9147801743,1.1952553124,1.4812211102,1.6479308567,-1.5814126961
11.9482946605,14.8656882177,2.0375814975,0.9229774303,1.4910939738,0.4804078658,1.2678034309,-1.6994655096
12.2863587071,13.4376126478,2.7786224655,1.4843357800,1.5619838616,0.8352757549,0.5118787700,-1.3635126923
11.5693343863,12.6436063616,2.2091673307,1.9056060291,1.2599702491,0.0266161570,1.9659663477,-1.5709064752
13.4210233004,13.8483600916,1.2916849902,0.6415614772,0.6893434324,0.7622296591,1.6891726795,-1.2678650329
12.0706768793,13.2616356687,2.2232703915,0.6320475904,0.7824434288,1.0767142234,0.5423358632,-0.6457137451
13.6981047042,13.5624323613,2.1889544830,1.4890089193,1.1033453467,0.9140457762,1.2189672212,-1.9250777580
13.7972941861,14.3018082402,1.7329352639,1.8746710588,1.8784722101,1.1952317112,0.2607660535,-1.6455912703
11.9513650062,14.1179801111,0.8476409217,1.8202772699,0.9891527094,1.8363074783,0.8832503938,-1.9339905565
13.6899998421,12.7456727806,2.9921045954,1.1507556111,0.8838137288,1.8696199182,0.7848885757,-1.4957371527
12.7808596946,14.5653440247,0.8895207852,1.0014546944,1.1859105810,1.0164543486,0.0269474184,-0.6134250797
12.9908117772,15.5848477083,0.7974961913,1.0594141528,1.0361871689,0.4297883585,0.4729963904,-1.8122883902
11.2234242795,13.8792396306,1.2476294812,1.7960525526,1.7427227512,0.1881270982,1.5470202244,-1.6290501037
12.0299917607,15.8697666845,2.1089550732,1.3661358885,1.1704260792,0.1605106177,0.2570121578,-0.9294276037
13.5736790843,14.1361049689,1.7837978400,1.8671240447,1.5121490284,1.6707276561,0.3460332403,-0.8218436917
12.3096341072,15.4240376083,2.3078315152,0.9539232731,0.9841767110,1.7598404667,0.2455566350,-1.0911263104
13.9910349082,12.5681859959,0.7830132074,1.2071694089,1.9288850817,1.2231844585,1.2937209816,-1.5215053903
12.2185465592,13.2266876871,2.8133549349,1.2688090133,0.6261129432,1.8541884859,0.3038295566,-1.2274871350
11.7445203403,13.2985819494,0.1004471787,1.2876261859,1.2459488620,0.0628730424,1.6166380675,-1.6493508867
11.5935738700,14.6265994338,2.4023206944,1.4177498849,2.7299296584,1.7253435183,0.2626442554,-1.2946630756
11.8522239045,13.8293912856,1.6368066758,0.8647368974,1.8499692595,0.6600859191,0.5291488143,-1.0998964908
11.3018958815,14.3534872283,1.8791329652,1.2157529764,2.1169278703,0.6455799903,0.8916911611,-0.9661858505
12.5582064067,15.8519446094,0.3251944268,1.1602892945,2.8289278566,1.7549458038,0.2506084327,-0.7654757545
12.7582625744,15.3807315886,2.2327639330,1.7028256360,2.9433341816,1.9692593451,0.0465058175,-1.3794041769
13.2337335067,14.5890405044,2.3437508060,0.3545942332,1.7408568315,0.8326930373,1.3454394191,-0.9038918531
11.9678967096,13.9168359957,2.6717396265,1.2647351756,1.1387986054,0.6736619273,1.7094789652,-1.4713682055
12.6243348853,12.9521009627,0.5692755657,0.6642707792,1.9427504611,1.0026062599,0.4947120841,-1.4410601229
11.4522644683,12.5457461220,2.3037964537,1.0135395968,1.6939878088,1.3330118507,0.0609028960,-1.3403948707
11.7421286380,14.9129044179,1.4588293953,0.3429856910,1.2916686625,1.7782192840,0.6008092144,-1.9859506083
12.0620662605,14.0574721641,1.9538492204,1.8121887253,1.9273218374,0.0148999251,1.9312705046,-1.2613636861
13.3074009812,15.9312971720,1.8102708326,0.6597268126,2.4516410750,0.4008703153,1.4749243072,-1.5872597956
13.7491266131,15.3857305641,2.3496791621,0.3333853311,2.8481283493,0.2160975602,1.9368775650,-0.9360407099
12.6481020073,13.4592129678,2.0766418910,1.1794012239,0.5106842029,1.1080688414,0.1014511788,-1.6376496744
13.5119128058,15.0854832082,2.5512067617,1.5749072760,0.3620860093,1.9098844720,0.6937441159,-0.8583864787
11.2954605254,14.0619254693,0.2256093248,1.5395748700,0.9190156536,0.3732172298,1.9342722812,-1.5251130746
12.4327191760,12.2603937027,1.4442040096,1.0692014235,0.7376965611,1.3710910765,1.8263768586,-1.6530807695
13.9411963882,15.2178868300,0.4587791643,1.2197398769,0.3728851468,0.2285637007,1.7675132306,-1.6799513280
12.4001316834,15.0558908663,1.0469191927,0.8736592653,0.3189358777,0.5160404529,1.2873254541,-1.5082240555
13.8513187237,14.3979112926,0.1092008952,0.5358731952,2.5258472910,1.5702006145,1.9479980893,-0.7278434007
12.1430122252,12.3315044552,1.6885016964,1.8697359487,2.8350227251,1.3085229368,0.1382259548,-1.5673898816
12.4525515077,14.9992104144,1.5597441103,1.4420055576,2.2765027156,1.6200753096,0.8192361622,-1.0099886873
13.7213719704,15.7788332476,1.4880610126,0.8334239236,0.4205033148,1.3931412582,1.6117498720,-0.9455742372
12.0852011540,13.6554385560,1.7292479341,1.5828087169,0.7477395508,1.9979753277,1.0434533134,-1.6470927434
11.7505450483,15.9367591606,1.8698409442,1.7926894477,1.7865470584,1.4265843972,1.4606693166,-0.9978255695
12.1511499690,15.0258806819,2.5266100280,1.9193149184,1.8653850979,0.7220130686,1.7837688424,-1.9814338334
13.5917346704,13.8646444259,0.5136152473,0.6668461094,2.7957920276,1.9504865004,0.1485086284,-1.2484073481
11.3058928657,12.2426875081,0.4665604666,1.5672245727,1.4560402340,0.6564619315,0.6866476989,-0.7953952339
11.8426591346,15.4306582565,2.8852952155,0.3492825829,1.5545834527,1.0834877675,0.8608561953,-1.4715934527
12.1624425451,15.8238209220,2.3530757463,1.7984340778,0.3665888039,1.3917053308,1.6420841603,-1.5458765887
13.4660984826,12.6258746050,0.2855804003,1.9950761539,0.3367666815,0.9266199494,1.4455402250,-1.2339777826
13.3016823642,12.6159728736,2.1391334164,1.3678236494,0.9337147413,0.8700044854,0.5553657447,-0.7881882663
13.8828164747,13.8547816146,2.1046483791,0.4025685018,1.2365477376,1.4191552993,1.9873811801,-1.0225151615
13.9604192857,12.8950690741,1.3628658714,1.0647344186,1.9809605480,1.7825742386,0.0504690632,-1.6351423218
12.4156144123,12.1011041108,0.2989821162,1.1810015352,2.9629335931,0.3147982175,0.0348830377,-1.9946020552
13.7004020723,15.4456857910,2.7215738464,0.6982347347,2.9517893173,1.0080909503,1.1836138336,-1.7642481895
13.4411582149,12.3702028197,1.6482878319,1.3254433274,0.4324843709,1.1591651683,0.6045641347,-1.2212951988
11.6969032545,14.8159127809,1.5614887483,0.4350729280,0.8596142976,0.5147010304,1.4592832065,-1.4835085964
13.6832766396,12.3641077574,2.9702330005,0.3861473416,2.1056010971,1.2451271674,0.5626201199,-1.7870352415
12.7426115772,12.1983888196,1.7002182330,0.8638476190,2.6269600154,1.5986823199,1.5729467381,-1.8289062947
12.5172491851,14.7260291686,0.5736120754,1.6039748267,2.2976471896,0.2002321730,0.7505904061,-1.6285388303
13.8225519575,15.0666243672,2.2079830815,1.6498302517,2.4961624343,1.7171953428,0.0889124624,-1.7250607906
11.6055137773,13.7095065603,0.0374572148,1.0381619728,2.4744213947,1.0307971286,0.5143694686,-1.9321023947
11.4584655170,13.5451376371,1.8021745094,1.1394673956,2.9751225983,1.2156037183,1.7689524356,-0.6917034395
13.4521539996,13.9315796870,2.3999193311,1.7563572066,0.6828819787,1.6020226759,1.8153940074,-1.2918330961
11.8014490445,13.9425045884,1.1861824533,1.1163706930,1.3655156441,0.2627480580,1.4770358802,-1.9167697430
12.8756066830,14.7788404333,0.6218892382,0.8698058904,2.9069433102,1.5340256055,1.5602418062,-0.9047954320
11.6317970836,12.7135961950,0.4123955661,1.0845263044,1.6908957899,1.0387782544,0.2689245880,-0.9705732899
11.4143447520,13.9683678338,2.9528647898,1.4695133782,1.1292132208,1.6923466656,0.0009066316,-1.3545336082
13.1920251971,14.9957816438,2.0750388631,1.5008308536,2.3144351347,0.5292844087,0.3082799524,-1.3633775415
13.6471410771,15.5830422886,1.9058704131,0.8087133668,0.4825404745,1.8706864908,1.3267756828,-0.6521096624
13.1411877564,15.3516565168,1.0555252495,1.6070743638,1.0885823038,0.8921729147,0.8104051755,-1.7731750778
12.0551920399,14.6432510775,1.5288948482,1.6867459448,0.6055618863,1.1797110972,0.7947076417,-1.3334758420
11.5424762472,15.2916830660,0.7892764515,0.7256067645,2.8448679604,0.0806806150,0.4282419113,-1.3687156908
13.8585122998,14.4581902104,0.6597822257,1.2489619808,1.8737586883,0.1092108600,0.0932263543,-1.1674200612
13.5508729800,12.5215279636,2.9750658381,0.7383067297,0.7188527077,0.2120583347,0.9950828324,-1.8379905296
11.6814670502,13.6438525938,0.3558213540,1.2912185886,1.7479270869,1.7933014612,1.6280639071,-2.0451431369
12.9380249803,12.4542945870,0.7403653703,0.3086944141,1.8758248321,1.4086840621,0.8352219056,-1.5178525971
13.5418013339,15.4380469924,0.9086035711,0.5279667417,1.3056235945,0.0334298941,1.7282441462,-2.0340816606
11.3111205846,14.9018526864,1.0939805570,1.2783895518,2.0542863461,0.4637398338,0.2259262917,-1.7132364698
11.6145317498,13.2936983875,2.5125331196,1.1901466495,2.7604872656,0.4717174810,1.7514477403,-0.6684838532
12.4698586198,14.9809196298,1.6413086705,0.6862002666,1.6117026392,1.2358170595,1.2716611188,-1.3706752960
12.9306412729,12.7802982045,2.3331053526,0.7303714197,2.2641521641,0.5243544163,0.3689032703,-1.1177188398
12.5073781853,12.1601711234,2.8727225923,0.7635041149,1.7651379817,1.4172421312,1.5001100063,-1.9950940569
11.5832666284,13.8048413939,2.7913517715,1.1072814875,1.8200069576,1.6355515313,0.2294783785,-1.1145213195
11.5157949465,13.7410467243,1.3594336989,0.5789729991,2.6425472321,1.8813611725,0.9620002783,-2.0276540107
11.8396954142,14.5269809143,2.5010360836,1.7254238806,0.8331363761,1.9259726427,1.5380811998,-1.9628634094
12.9259503569,12.2271541155,0.7567050385,1.7760466503,0.7560430735,1.5968100113,0.9086836125,-1.4247533523
13.2126229447,15.7684894608,0.0076155568,0.6194359098,1.2960148227,0.6856043911,0.2934344986,-1.1917446087
13.4351034966,14.0192530964,2.6520220446,0.8233254127,1.1974816795,1.3101421191,0.6703349852,-2.0934718338
11.3295966196,15.9874631775,0.9539710108,1.9652619471,2.4300582989,1.1312844949,1.6995525144,-1.0078745201
11.9339358432,12.6887242286,0.4928581671,1.8960380777,1.2799694079,0.2846922243,0.9507154837,-1.1330541364
13.0410764773,12.2460434024,0.3172802156,0.3640659168,1.6056703482,0.9307936419,1.0000883616,-0.8603077269
12.6091527411,13.5847719956,0.4556594756,1.9121896881,1.4353983011,1.3628551381,0.5619231661,-1.4548593236
11.4493322044,14.8719860723,2.5733616252,1.8160936699,0.6002904778,0.9928038399,0.6256453327,-2.0907209564
12.1790102704,13.1061565725,2.5668380802,0.4657136536,1.7621036153,1.8534508320,0.7131508879,-1.9693625057
11.9321918964,15.0323344544,0.9943496189,1.2421930106,1.0957073035,1.1744191730,0.8774713568,-1.8795293250
13.4283499590,14.8799133885,2.3221588121,1.2520000391,1.5291419783,0.9817837437,0.5742021091,-0.6911156643
12.6634697154,15.6859908884,2.2540147220,0.4240591142,2.0644458395,0.5185352091,0.8636235493,-1.3461656859
11.5233089156,15.0370577385,2.7841066389,0.8306579316,1.5241219003,0.0568327187,0.3407936266,-1.4678177680
13.9662337839,14.5772068144,1.1378509896,1.9685287834,2.6574499535,1.4326551264,1.9812746707,-1.8255295415
11.2334343474,12.7945928070,0.7696136840,0.8981163191,1.3308888136,0.9075395773,1.3124389733,-1.0781569318
13.8141277708,15.4513105425,2.6336672748,0.3695518802,2.4589435460,0.7699089151,0.6093327299,-1.3889422999
13.0521789871,12.5887094214,2.0456122022,1.5558442661,2.0848443246,0.5592328962,1.5187031877,-0.9494641902
13.7436577943,14.7947786162,1.4354041546,1.7279071168,0.6938966013,0.5619856578,1.9662315799,-1.1875069206
12.4451646767,13.4151153543,1.2309507702,1.3082367955,2.5644923245,0.3053568818,0.7242915185,-0.9193400637
13.0622406976,15.1068273832,2.4326390623,1.7544520041,0.5584014349,0.0842322667,0.4439267301,-0.9624508207
12.8018626922,13.9120933185,0.9400496082,1.3506851310,0.4779957195,0.8952814433,1.1479825706,-0.8294717757
12.6842723659,15.3118877898,0.0029456020,0.7090761519,2.7563019475,0.3183061354,0.3976790312,-1.7231859742
11.9236475128,14.4344904329,2.4835628407,0.7437039248,1.6375314375,0.7011212355,1.6212577449,-0.8503585923
11.8921006629,13.2567552568,2.7491514046,0.7404904738,2.5482919484,0.1365925877,0.4571911045,-0.9653999982
11.3932051716,15.8640619009,2.1734621430,1.7661244321,2.5115772312,1.0200287286,1.4044427844,-1.9440977767
11.8234966087,13.0764137506,1.2276949425,1.5839382038,2.4203966073,0.3891694723,1.8371935174,-0.9507133987
12.4815774152,12.8732606725,1.0898213744,1.5429642548,1.8840363089,1.9185162215,1.5097870202,-1.5227070926
11.7756314591,12.2117790969,0.4621569050,0.6894667771,0.9559678790,0.9623233766,0.4669822517,-0.8425529443
13.8659165927,12.0776921021,2.4896510187,1.6446956164,0.3553583119,0.3481015357,1.0108547563,-1.3955594087
13.6611134184,12.6483400823,1.2260185300,0.3396018784,0.9677255596,1.9574922337,1.9798724450,-1.7195775006
12.8007120332,14.9171989744,1.7735406525,1.0748218428,0.4794737761,0.5639187833,0.5875714884,-0.9116426424
13.1605784847,14.1008943821,0.5785728362,0.6934632410,0.4608586873,0.8900170274,1.5886918603,-1.9184028031
13.4871930191,15.7341965069,0.0516851772,1.7375746419,2.8038922271,1.0889765957,0.4920161412,-0.7067608088
13.7929810237,15.1863937162,1.0155960211,1.1083013768,1.9084835103,1.9720726851,0.9561770256,-1.2509593577
11.3596086252,15.8373207996,0.0226449435,1.7809537524,1.0154357268,1.6223311919,1.2030054280,-1.7920098300
12.8537526710,14.6585255074,1.5419048485,0.4913795580,0.4500974437,1.7675504178,0.8015053535,-1.5683762094
11.6947102400,12.8366789924,2.0996658447,0.5404180036,2.5756678792,1.0429435187,1.3488949082,-1.9479634465
12.3664032101,15.1979621013,2.1714571422,1.6558128739,0.4528928179,1.2066677378,0.0251303566,-1.6316690125
12.6520072221,15.8070569153,2.0931789338,1.9540230151,1.2705422192,0.9683382382,1.3624617766,-1.4121566842
12.3194508630,14.0965460622,0.5458296569,1.5590213214,0.4947871391,0.5952136466,0.8937642491,-1.9143989243
13.6147199176,15.4353918564,2.8930351940,1.1968551247,2.8856971483,0.2355181490,1.6483533400,-1.7555950109
11.8167322581,12.6622385792,2.8347243984,1.2767511398,2.2993292430,1.4290843156,1.1183675166,-1.1863662770
13.6001970197,15.2016688724,1.1923756501,0.6542041527,0.6799228582,0.5083763063,0.6522863036,-1.7899008257
12.9278721090,14.4406050691,2.7887265397,1.8726546997,1.1231748147,1.0339440269,1.3253042663,-0.9728481535
13.5538159607,13.8202317291,2.2312358693,0.8520219372,0.8679859654,1.2799922722,0.4905448859,-0.7115662042
12.8044623060,14.9092343296,1.5178433551,1.1226425327,2.8647619461,1.4760947555,0.3526318969,-0.7101414090
11.6754386485,15.5565054410,0.6863953322,1.6604986453,1.5345390242,1.9474106878,0.0169901705,-2.0058344839
11.3221389970,12.8161394624,0.0759205859,1.5565607558,2.7906403812,0.9435219205,0.6445742403,-0.9832508519
13.6971048232,13.3303502804,1.3270954793,0.5962499358,1.2227433039,1.2902480053,1.6252408978,-1.7089067051
11.5718536638,14.5327833147,2.6359375063,1.4041782217,1.1552983865,0.7086278179,0.3484379332,-2.0495091379
