logM_cut,logM1,sigma,alpha,kappa,alpha_c,alpha_s,log10_f_ic
13.9407930822,15.0447503887,2.1839524601,1.9789953698,1.7648019317,0.6773738554,0.2785466801,-1.6062727717
11.3274787076,15.8508104423,2.9238207451,0.4919615091,1.8331027069,0.7327971924,0.9523334653,-1.3091805293
12.6878021816,15.0048186339,2.4926221190,0.3513372982,2.9629417402,1.1941865073,0.2901165951,-1.0332216539
13.4386278655,14.0724604452,1.3925127645,0.6162816975,0.7438368629,1.6028781708,0.0915029455,-0.8095938483
11.8172303626,15.3263858655,2.2006639724,0.5242767597,1.0571252141,1.3057889189,0.1109880008,-0.6472075047
13.1088046823,14.3668917873,2.9112249007,0.5177833751,1.2831322197,1.1034973348,0.5855700953,-1.3240352925
13.8394762427,13.6645964979,0.8254159778,1.4464172608,2.3888583029,0.4023495709,0.0452300898,-0.9836431581
11.5918309796,14.0176299140,1.8487994687,1.5440429075,2.0809621169,1.6383611514,0.3894527238,-1.2347052200
12.6743105977,14.0531181340,0.5813297241,0.8092947069,0.3873352633,0.1787409012,0.6344063728,-1.9697354089
13.5735559951,12.7857039172,0.2458760017,0.5904777164,2.9089606258,0.2957590781,0.6349158015,-1.6486691833
13.7458462456,15.2254297716,0.0839348726,0.4805303774,2.6017060653,1.4779082017,0.7420673514,-0.6638136285
11.5910606218,14.0397137642,2.8282252790,1.5830904202,1.4288280218,0.4985703769,0.2102896040,-0.9635764314
12.3683767241,12.3404961754,0.4948364705,1.2896227893,1.0870178912,0.0665251029,1.9782154938,-1.6451571547
12.6344712695,15.2709892998,1.4503133481,1.0504777042,0.6857109877,1.4764135297,1.9437041752,-1.1368587789
13.8125860394,14.7585636015,0.2977143866,0.8644837509,2.2340283169,0.4234831966,0.1860009389,-0.7655962726
12.3388149057,15.1721309140,0.6279129636,1.8717920549,1.3562776752,0.4924140008,0.2910414568,-0.6407840732
12.0920691254,13.9855750429,1.1765642417,0.7179091646,1.5402279520,1.6184469531,1.7940852692,-1.8783148935
12.6898035052,15.1317370300,0.8795455133,1.1859018884,0.9532145238,1.8869495106,0.1185797293,-1.8146954283
11.2403744589,14.5000897395,1.0376887470,1.6785318203,2.7336649641,1.5903477751,0.5979419302,-0.7463969423
13.4006614597,15.7122800885,0.8657643891,1.5375288112,1.3979642516,0.2826870414,1.8193894157,-2.0107380829
11.3356824035,14.5435398585,1.8250637646,1.4018321453,1.1819452599,1.9438352848,0.4938228997,-0.9624961057
13.0208826386,15.8289309247,1.2521955768,1.8104603188,2.0438443062,0.1018871003,0.1248588924,-1.6278882021
11.6650981962,12.6650974712,0.1508354363,1.7492807578,0.5853769919,1.5878362576,1.4727280152,-1.5499248346
11.9339328690,15.1333139628,1.0448572419,1.6274948440,1.8180850464,1.9201007289,1.1517798719,-1.3193419549
13.8169827768,12.6132162019,0.2940655194,1.5638607228,1.6954201486,0.7748350403,1.5862774604,-1.6965645174
11.5727724884,13.8633701068,1.8139741595,0.7282714866,2.0947644002,0.9226039311,0.7297095784,-0.6778520744
12.7924042261,12.5542287280,2.8873922223,1.2004039667,2.4532609066,1.6178103560,0.0279631246,-1.9367690643
12.8072624315,14.5836084793,0.6225061539,0.4211174918,1.2252877054,1.8645936360,1.2371382333,-1.2545539846
11.5381916441,15.0479520521,0.6261592655,0.9472324732,2.8493492506,1.3396832834,0.1728117549,-1.7651305664
11.4044498174,13.1226406688,2.1458755825,1.1462859939,0.5993977197,0.4681835377,0.2514316026,-1.3212199896
12.1350943764,13.0405735088,2.1784179637,1.2487748211,1.7411922073,0.1779691802,0.5495019917,-0.8526320068
13.0530856471,15.3913283066,0.3257344692,1.0151124877,0.6220800601,0.8246619612,1.0672201553,-1.4239315493
11.2510987595,12.2034251534,1.4685402566,0.8261113958,0.9850007084,1.2397334626,1.9495261867,-1.8996342435
11.8139826199,15.8779362256,2.8876836840,1.4863071336,0.9789255441,1.0170582128,1.2757731926,-2.0205329901
11.6188455107,12.4260999729,2.1216412778,0.3765126693,1.8745084373,1.6174669136,1.0612594864,-1.0085010878
13.6999242137,12.4042023813,0.1208272365,1.6939801208,1.6968955161,0.6758839887,0.5412791257,-0.9152965843
11.7511649190,12.6303915381,1.1524571469,0.8845474190,0.7470121027,0.0120579900,1.4681812048,-0.6466495370
13.2258548862,12.3909899020,2.1541946550,1.1322539837,1.5081916291,0.2863208759,0.7255051862,-1.9387905952
12.2521835286,13.9039951972,0.6058462520,1.8326257499,1.0532707310,0.1807529579,1.8895909148,-1.4416738400
12.0685141106,12.6421387715,2.2873432711,0.5105167372,1.5321338815,1.7896746758,0.9842798013,-0.8481084972
12.5772286802,13.4484203784,0.8846712001,1.6065526185,1.6070632387,0.6570050448,1.9071931407,-0.9757585232
11.4502741462,14.1017060347,0.8331728782,1.6106060278,0.8888131167,1.8995169445,1.6126101049,-1.0671340622
11.4207692214,14.4624702865,2.1555145313,0.4620228861,1.1644802842,0.1165706140,0.4529592339,-1.3992476883
11.3796417854,12.2062484401,1.5817456307,1.3151571296,2.3402910604,1.0742973981,1.8901413756,-0.8495067166
13.0326983356,13.1908812581,1.8853729424,1.6272071236,1.7106515590,1.6961650399,1.1323695384,-0.8936157261
13.9472535843,13.9351679454,0.2326192992,1.8500772135,0.4636648917,0.9369928281,0.3154918092,-2.0174942239
11.5199240373,13.6313632682,0.1582198197,1.2057974680,1.4519602408,1.8368423327,1.0289210175,-1.6351145826
13.1622731611,14.2865852851,2.1230130930,1.7105508006,0.6482009692,1.5429584207,0.0938344077,-1.6632456084
12.3005425194,12.0742186105,1.0975010115,1.8299994295,0.8374334052,1.8373720247,1.9104864511,-0.8775867178
11.9047863657,12.3312621526,1.4414116176,0.5452769231,1.6101192739,1.4788454253,1.6879814140,-1.3006237985
13.6073329244,12.2041509642,0.4178169532,1.2128825014,0.8077811773,1.5907993229,0.9845743334,-1.1716143216
13.5610917961,13.4841126846,2.9185201307,1.5151178667,0.5539010515,0.7583303468,0.7431284722,-1.6729961359
13.8703922653,13.7104189767,2.3156825537,1.4976627407,2.8055192801,0.7752787339,0.0797858869,-1.9117471601
13.3594491272,12.9691454296,2.1352235718,1.5016395004,1.1373479292,1.9681067341,1.2619207259,-0.9837334416
12.6298592335,13.6445127610,0.6300178536,1.5690209993,0.6023823593,1.0959003308,1.1720601073,-1.1634291828
12.3399956261,13.1862604268,2.9200844855,0.7120573245,0.3321253256,1.0434011620,1.8641014666,-0.7667775143
13.7706100592,15.5637331999,1.0165315529,0.4490737197,1.4263264848,1.2269604729,0.7701108962,-1.4021202436
13.4747922972,12.1627336023,1.0336673326,1.4575153003,2.1673867533,0.0720724655,1.3780017737,-0.9080936613
12.2279635473,15.3964592437,2.6756422221,1.3959141804,0.6891322149,0.5650220600,0.1230718738,-0.7329568637
11.4979168443,14.7035660233,0.6536955585,0.3975685793,1.6322234647,0.1880442526,0.5549650767,-1.4294197887
12.8706431766,13.1623062293,2.3000779030,1.9216698841,0.7858733455,0.2892639819,0.4271001003,-1.0041398674
12.0295930350,14.1384391854,1.6393578808,1.0047066533,0.4849951429,0.1142444013,0.9575218158,-1.1054384044
13.1071931416,12.1279828519,2.7150956599,1.5174519067,1.5673408193,0.6420929529,1.4192330333,-0.8817504260
13.2789201162,14.7309693985,1.9191328162,0.8970907452,2.4019729872,0.8820695862,0.5060102681,-1.8525439508
13.0055845286,14.7328494115,1.1498212628,0.6882195339,1.0172948619,0.0314870446,0.2802002066,-1.5497105910
13.7916898282,13.6998567321,0.1519850428,0.3486604413,2.2482506278,1.6992220399,1.7620350501,-1.6881110752
12.5930095617,15.8111912070,2.1211533747,1.9324771695,2.9691390335,1.6045208423,1.7797910846,-1.4092977034
13.6148235345,13.1940372872,1.1583592974,0.8462490547,2.4999674386,0.7354824963,0.1469302703,-0.7832092110
11.7660157230,15.1307507530,2.5016483208,0.9804556376,1.2226131950,0.4947805037,1.3922543778,-1.3706463329
12.4567773844,15.7367647657,0.2373224793,1.8693424004,1.6447013679,0.7624747859,1.3251616155,-1.0746572421
13.2529788685,13.3857769028,2.7122561158,0.8042652120,0.4698424195,1.5668282241,1.0857755527,-1.5367598065
12.7263818611,15.8143819299,1.9582753919,0.8352717538,2.9543673484,1.4466743212,1.1518829611,-1.4200060742
13.6324873582,15.4218926431,0.0828547140,1.1936151916,0.9963752687,1.4073678613,1.3680305807,-0.8902749246
11.8465989532,13.4310583169,1.8979103871,0.7024490673,1.0287405081,0.6075751210,0.8754679615,-1.1245570563
11.5135217365,12.5165578608,0.7466425913,0.6780958074,1.4935842868,0.9674639348,0.4505223204,-1.2071560826
12.3425367806,13.7222219694,1.5802377178,0.7540822169,1.1845306890,1.8097467171,1.4865820402,-1.4071244802
13.2227873048,12.6976759690,2.7192657909,0.8553034582,2.9449363516,1.1778477755,1.9358722560,-0.9556949872
13.4370255878,15.9835874771,0.8983295315,0.9224657351,2.4319065551,1.7268555314,0.7799617484,-1.9555774817
13.0971486333,15.6414976251,2.5540709638,0.4329746187,2.7739628768,0.0512395311,0.9001944464,-0.6242781964
12.9655344428,14.8805073456,0.0353005158,1.4865459652,2.4254336695,1.6604388858,1.6902650713,-1.1084920702
12.1184169315,15.0991957843,0.0434521577,1.0625672585,0.3628539534,0.2111052918,1.9048879330,-2.0050176472
11.7157093678,13.0626513774,2.4579449973,0.8158204735,2.4826722942,1.6520371741,0.1865243654,-0.8603639505
13.4107956837,14.5479811635,0.4060649455,0.7091882749,1.2146200658,1.8957432374,0.7539650763,-1.0417930060
13.5797515980,15.9747510469,1.4789365077,0.9711420434,2.3194056914,1.1417824484,0.3390689412,-2.0852544440
13.2680491544,15.8543063326,0.0176943540,0.4103305033,2.2060766972,1.4451564625,1.8318709195,-1.7416844896
11.7584803981,13.3285194952,1.7337389592,0.8119319722,1.5970610335,0.1388944868,1.6904774936,-0.6964479647
11.7549752848,14.0216212423,0.1051251984,0.5212831204,0.4149045388,1.4098501531,0.4775400157,-0.6619508300
12.6705144066,12.8469058872,0.5257432064,1.8334059033,0.5286316378,1.7981298758,1.8236129276,-0.6187938927
13.7156287340,12.3435951563,2.8425454893,1.0744829792,0.8281854258,0.9450562984,0.8434718121,-0.7163160416
11.5738037118,13.7132027094,2.2884884873,1.7406853762,0.8615993618,0.0601851492,1.6762905073,-1.6077985264
12.9719790088,15.8869380101,1.1376956102,1.5149885476,1.7868837848,1.8262020554,0.0442928919,-0.7007146161
13.4643908973,12.9160753366,0.1722208970,1.1632587191,2.3382136882,1.8503131669,1.8637857309,-1.6021041402
11.9065386370,14.8476152523,2.7741458891,0.6351678240,2.1977251278,1.1315301345,0.4340095637,-0.8320490954
12.8937657099,15.1205805458,0.9142629769,0.4948284213,0.8399082546,1.1273027393,1.5985461638,-1.8274123125
13.1932583402,15.1752626345,2.8929545001,1.4950802947,0.6804287188,1.8574849080,0.6556176774,-1.8876511108
11.5013560374,13.0572010023,1.5022636321,1.1081782478,2.7378485305,1.3568593581,1.2826314070,-1.5016689132
13.7716041239,14.2686249269,1.8064997480,1.9378432279,0.3028735354,0.8305877215,0.3411791218,-1.6689478159
12.6988124249,14.9259004475,2.7009860989,0.7325726775,2.1434177368,1.5402310960,1.3407453710,-0.8628127008
12.5136322294,12.6634527852,2.2317786108,0.4099553114,2.0713843412,0.6473808679,1.9082797283,-2.0747011457
11.4350147612,13.5839300670,1.0144571119,1.3579537842,2.1011901071,1.5207252494,1.4139406578,-1.7802413318
13.8336571202,13.1568906209,1.8742419549,0.6756035558,2.7360029167,1.6893518599,1.4051707399,-2.0406084523
13.9753769233,12.3301028636,2.3451373133,0.3993006274,1.3148869238,0.7167972841,1.1423778993,-0.7651650129
13.2750001133,12.7490253594,1.9691842293,1.9211352450,1.8877362425,0.8352282379,1.3613412621,-1.5530667201
11.7048631463,13.7016190360,0.1305113867,0.6405696474,2.1649007973,1.1626147387,1.1353622139,-0.7733450460
12.9575973214,12.0490513272,1.4174933526,1.8554493252,2.1959820714,1.8380686736,1.4234015489,-1.8483300920
12.6831429105,14.6632294768,0.9422224555,0.4854642797,2.8285865303,1.0096972214,0.5585951170,-0.9784823810
12.0236978590,14.6689722513,1.4371446600,0.6963245298,1.1477297484,0.4784739723,0.2861353452,-1.8916312927
11.4674715645,13.2668589089,1.5451233339,0.5422385748,0.9861127681,1.2831997481,0.6677749188,-1.6495619116
13.1370678754,14.0008699848,2.8159511593,1.6902441700,1.1959715326,1.3769360609,0.2193906171,-0.6661440925
11.2222557325,14.3890985444,0.5340088629,0.3496892574,2.5469357843,0.1648942702,0.4063083010,-1.8418111257
13.6065786451,14.0990916574,2.0138296903,1.6851512816,2.4759707293,0.4437229769,0.0763595050,-0.7161543996
12.1076471413,13.8263399898,1.6634428566,1.4881277854,1.6758247582,1.2864291001,1.2884032439,-1.1694843742
13.6292047062,14.1741104555,1.8594866644,0.8901810876,2.2657410979,0.9163534376,1.2843145213,-1.6959189947
13.1397873235,12.7471355288,2.4920227952,1.0907312189,2.9389436384,0.7291751672,0.5319109502,-1.5197473687
13.0891205818,12.3957902702,0.7553251605,0.3735555212,0.7314444993,1.9855545027,1.9934481332,-1.9976258591
12.8848135669,14.7317536000,1.3227324672,0.4720219951,1.9744893860,0.8212732145,1.5301842947,-1.1497031687
13.6785413458,14.2698824208,2.6812356581,0.3294430713,1.4218764546,1.5980041293,1.2351191948,-1.1710453481
13.5447783195,15.4526645987,1.7112287443,1.6255291270,2.9491392832,1.0015732145,1.7421861193,-1.9525625592
11.8654164762,14.8643384314,1.3403492678,0.5719635763,2.0398780529,1.2584780648,1.3778799727,-1.3600114907
11.4136584692,14.3810291557,1.0000931376,0.4156865324,2.6919793893,0.8440642711,0.2434544431,-0.6754763684
12.1724423482,15.9624341999,0.6100892734,0.8768450104,0.3375020174,0.0423175433,0.3939858513,-0.8620327165
13.8847111102,15.1421647471,2.3427966185,1.0171401436,2.8805549482,1.1249608756,1.8787119739,-1.2391023620
12.7872658779,12.2857343832,0.1927839231,0.5434991692,1.5072111696,1.8144929155,1.4415811289,-1.0455936963
12.3769760741,12.8203424634,0.1393820078,1.7667601983,1.2403523861,1.8779567917,1.7803237234,-0.9666324807
11.6581295987,14.7894686956,2.8329468705,0.8427251989,2.9995557662,0.9452044946,0.1549674525,-1.7931532280
13.3926281109,13.4095154188,1.9638119892,0.6484069362,0.6921275743,1.2865586329,0.4546818729,-1.9365318915
11.2574132163,15.8831258748,2.0530112532,1.9783485138,2.4308198888,1.6295333878,1.1099595562,-0.9520431268
13.1983026211,15.5848992791,0.5970071491,1.5652605004,2.7398656922,1.5673107275,0.4678063398,-1.6733402659
13.3856713147,13.6372644707,2.0863279221,1.5080414420,2.3097239401,1.7398120250,1.8724499352,-1.5991322566
13.5333335744,15.7110631912,2.5213252304,0.5412594352,2.9822544948,0.1580071424,0.8074963711,-1.7858300607
11.8160839672,14.0156113824,1.9035214408,1.9454942921,2.7204833420,0.7751811316,1.6433390837,-1.1172332349
11.4600852161,14.9197929159,2.4977162547,0.4177556121,2.9698717927,1.6630993379,1.7277686297,-1.0393097311
13.9198318388,15.5003753923,2.2591581213,1.2731151284,0.4793515445,0.3464502190,0.1836454250,-0.7533309997
12.5601555236,13.9506656003,0.3300124298,0.5241962344,1.9843667671,0.0977703669,1.6664714387,-1.4879131988
13.1538557864,14.0026113965,1.3002635463,1.3439209632,1.1473645211,0.8323527202,1.8041152419,-2.0409389818
13.1836788096,13.5789491599,2.0935555074,1.1013152839,1.7769062301,1.0370736873,0.9649810024,-1.3826904675
13.3844609278,12.0366794427,2.9255361263,1.6319790790,0.7690123522,1.7232380402,0.2664483618,-2.0600169286
13.0258394182,15.1366082023,2.8652223091,1.0006496792,1.4454295467,1.8738407547,0.1410175850,-1.9047616423
11.8281839800,14.4255447971,1.2393030963,1.5164800375,1.0004384620,0.7034435587,0.1763107576,-1.3348114580
13.9811543698,13.8278530119,1.2777489142,1.7975941528,1.8994005759,1.7647830156,0.0153764006,-1.7949766417
11.4785580165,12.1869148278,2.8373777233,1.6057663282,2.0027835448,1.7021859894,1.6749107005,-1.0576311391
13.5393878462,14.4243210328,2.4568014113,1.2570279687,1.4318367052,0.7938985246,0.1334493081,-0.7132301177
13.9382351452,12.1740593566,2.3087825215,1.5515667099,1.2295749518,0.2094261947,0.0436026672,-0.7732678282
12.2652167150,15.4351490050,1.5656443090,0.7292302062,0.8021313905,1.0093916439,1.6755427218,-1.9014808493
12.3103491128,13.1535850236,1.3667311876,1.4327801913,0.4187714967,0.9851156250,0.7542152757,-1.5281490188
12.3686402935,12.3443096679,0.3106493357,0.7237618753,2.2726787410,1.2868186028,0.1067096612,-1.6711417570
12.2419437046,12.2785805856,0.9636582352,1.5589061958,0.7715786636,1.3119843275,0.3309625087,-0.8310357636
13.9712945069,15.4781211274,2.4687345276,0.7207700247,1.4282897617,1.2282938027,0.4277213287,-1.3250779884
11.4053594804,14.8449861457,1.3152455292,1.1297368874,1.1888998386,0.2808953314,1.2747191090,-1.4778343682
12.1326255086,15.2762496241,0.2816458192,1.9114898184,2.2310726731,0.7389228241,0.9836136580,-0.6280871142
12.6272292270,15.1736145176,2.8168958684,1.8882768837,2.8427171592,0.2643010330,1.5453280221,-1.4729487971
11.8946240155,15.6702870165,1.6153581708,1.4030370563,0.8618284623,1.6549276847,0.6007242037,-1.1803298629
13.6266128246,14.6437613529,1.4765706441,0.3029982502,0.5978307961,1.8809391451,0.8910148219,-1.1316984410
12.0530898483,15.3158243278,0.8518205618,0.6574831759,2.5088242782,0.1740533594,0.1803138193,-0.7537643165
11.3052859293,13.2570754591,0.6722986629,0.6887186725,0.3920522177,1.9843762476,1.5299889514,-1.5613174253
12.6849385894,12.0123942521,2.2305989419,1.2328690648,0.3693483879,1.4360610303,0.2042802257,-0.6435119760
13.5492090532,15.0994969544,2.9488226343,0.9618742928,0.9456389856,0.4397739167,0.5024321420,-0.8225344555
13.3174404079,13.9077702603,1.9286076184,1.6656684483,2.1225006180,0.0683766576,0.5482834084,-0.9827970399
12.0554143813,14.7436060169,0.6835750837,1.0778110916,1.4982219243,0.4936439620,0.1021134593,-0.8820871307
12.9270481855,13.4151130323,0.4842964385,0.7062678794,2.3995451291,1.3331339321,1.5147396949,-0.9001812985
13.6298378316,14.4355308440,1.2468955334,0.6140224943,1.7635793350,0.0670217132,0.1044423406,-1.3602876993
11.9992848505,15.7333500333,1.1787458111,1.7032727072,0.6895569280,1.5822207315,0.7425796414,-1.6832350019
13.3961866961,12.6938485234,0.4637932908,0.9348034607,1.6942689664,0.7509170767,1.3091447401,-2.0738252770
12.5421969849,13.8662785688,1.0730221751,0.7267310518,2.5976296462,0.9825413102,0.4656169820,-1.8697661384
12.3973066447,12.4878807658,2.3832562314,0.6124285623,1.2238844751,0.4859017874,1.5720174977,-1.0927461731
13.7816179940,14.2495152315,2.7653066646,1.3131199297,1.1530985598,1.5508384793,0.3564045571,-2.0248455386
11.3651322019,13.5256731410,0.4930709115,1.8127904587,2.3751572518,1.5299429185,1.8785836108,-1.4052148829
13.6501872731,13.3382620150,2.4713164503,1.3562583043,1.6981081388,1.8044873143,1.0416800974,-0.7967113156
13.0685659350,13.4428540256,2.1788787072,0.4847037712,2.2926605277,0.7371860438,1.4776014413,-1.2601995184
12.3585917458,14.5026119933,2.1341934870,1.8510265500,2.8933235898,1.2219429900,0.1786099695,-0.7010011336
13.6943365156,13.2500699716,0.7103749824,1.2040107950,1.6214937967,1.6616644320,1.9061059986,-0.6825210509
13.5792668443,13.4466514744,2.0911428709,1.5230019224,1.7977403570,1.6784259218,0.7770913634,-0.9228303065
12.9902471885,14.4178652578,1.3197344679,0.3678147892,0.8444457699,1.1602517572,0.3575568919,-1.9292339852
13.9852317020,12.5488751713,2.7635600790,0.5520803908,0.8033511021,0.4912051718,0.1294009635,-1.9916302635
13.4048642139,12.5132989614,1.4315717737,1.4499030253,1.9173715405,0.0952527287,1.0729389048,-0.9023347956
13.2183847152,13.7433957930,0.9644626605,1.4368860194,1.2797999416,1.8824841602,1.0496939127,-1.8756029276
11.2860606325,15.2199314079,2.6927467364,1.7384016237,2.0121952551,1.6074241043,1.3201573493,-0.9617600064
11.5587641988,13.8054549270,1.2561028373,1.3855614358,1.4866193709,0.8577837725,0.8137829442,-1.9786542204
12.4310863808,14.8464727675,1.2006973729,1.1476909754,1.7959665071,0.2762671575,0.7164802864,-1.5757760524
13.4638918402,14.4637086354,1.1987157621,1.5907663520,2.1238901399,1.1225504349,1.1727510347,-1.0135388031
13.6903971994,13.8374306265,0.5035630712,1.5486569460,0.8880228154,0.6728522692,0.5786963402,-1.3424589470
13.8730597790,14.5719036198,2.4215132571,1.1786328323,2.8700549277,1.7934443382,1.3152306794,-0.9011972932
13.8306416192,12.5653358512,2.3405766625,0.8906987461,1.9281053069,0.1344826636,1.7810157250,-0.9368760466
11.3343433909,15.4107979156,2.0345863466,1.6089461832,0.4041127732,1.4404268495,0.9188180029,-0.8737280464
11.8720827143,15.9411252394,1.2590173008,0.6296294538,1.8135394999,0.4801111206,1.6737899845,-1.8318395408
12.2017075395,14.2101000304,1.4565211771,1.2947173683,1.7776428022,1.5584085997,0.1152084189,-2.0853426248
11.9280704305,12.1515893860,2.0273905643,1.2247052320,2.2981156053,1.4472086422,0.1722663646,-2.0656617487
12.1621112061,14.4507711736,1.2288249801,1.5031534013,1.2341378535,1.9852904049,0.9825390380,-1.9603803178
13.8265946584,15.5295369226,1.9898890546,1.3932772959,2.7710912696,1.8013222634,1.0802249038,-1.0877620796
13.7854692553,13.8614155849,1.4951122127,1.7840808735,2.3832780142,1.8295551846,1.3081163649,-0.9547076797
11.5484337279,13.8228451308,1.8355579285,0.4581600111,1.1081642155,0.3364796378,0.4553738370,-0.9345061695
11.3595575125,15.1200380730,2.1173464483,0.7870887596,0.7402899689,0.8737937622,0.9614550336,-1.9417265898
13.1396826646,15.3649383471,1.6183958084,1.9923085698,1.2829801414,0.9609619738,0.0176188365,-1.6868556896
11.7479019365,15.6588105352,1.5327685641,1.1602109832,2.3881911348,0.9365340361,1.4718787066,-0.8919036535
13.0011007998,12.0818584729,2.0294110622,0.5203479426,2.8448648537,1.9013702739,0.3158243456,-0.6251290412
12.0962849849,13.7949338262,0.9044136359,0.5696765799,1.2427613840,1.5106840427,1.2993971716,-1.1126402515
12.7425469963,15.7745113266,2.3928897536,1.2725843709,0.9686367507,1.2786824695,1.8887624836,-1.5100185981
13.3986901807,13.2908372207,0.4067803651,1.2559554528,2.6110723926,1.6418017301,1.3376433837,-0.9769494321
12.6872860849,13.1900716634,0.6466370566,0.7116355667,0.5499752428,0.3383522232,0.4893345499,-1.1278203315
11.3814819845,14.6345756979,0.9075334078,1.6254337633,2.4688888505,0.5632707823,1.2322062352,-1.0277795701
12.4133250824,12.2507126974,0.9534161277,1.9027844031,0.4104861084,1.1965026823,0.3457829501,-1.1281222441
11.5264746555,13.9598340297,0.9206368095,0.9625715635,2.6753594366,0.4877458859,1.6684785330,-1.6261123539
13.1683505118,13.2880731125,2.5008615194,1.4255666933,0.6085923365,0.3025229734,1.3577155746,-1.9967821244
11.8175617552,13.2697877169,1.6328076941,0.5066693207,2.0352253045,1.1636600947,1.3452732005,-1.2298904964
13.3542377422,14.1448547418,2.2694958704,1.2691998018,2.7731992642,1.2520569513,0.1160652434,-1.9622001768
12.7912003672,15.8554480559,2.3676942003,1.6408855806,0.6174618871,0.3221683893,0.7731430354,-0.9309193652
12.5051804277,14.9608216473,2.5123686440,1.8889477344,0.7544641556,1.6864880144,1.2871159750,-1.4425897207
11.9225750586,12.5731567602,1.8560568855,1.6720947573,1.1713304229,0.7626239583,1.2334524902,-1.7681828860
11.5533494651,15.4206078558,2.2897912987,1.9391039638,0.3103005399,1.7893034785,0.7306562810,-1.2810063092
13.5812586872,13.5919386383,2.4010941046,1.7836492642,0.5024017608,0.8402085782,0.5068750087,-1.8885403485
11.4056907480,15.0885374139,2.3800017587,1.2976065814,2.4402683475,1.3323685816,0.7028404158,-1.3666550108
13.7968381130,14.9078468454,2.6968492744,1.9136587305,1.0658085878,0.5568475057,1.6047303655,-1.6862080799
12.5427229596,15.2808468006,2.4786117243,0.7528441436,0.9222063794,1.4795613031,0.8361411369,-1.8624909294
12.3996228105,15.4413714840,0.2984468761,1.3503875570,2.4214334145,0.4478913214,0.7873402725,-1.6811770928
12.4897985311,15.3715202630,2.7421670337,1.8639472785,0.7484093031,0.4481915816,0.9679310653,-1.8610275240
11.7198033139,14.6404178876,1.2454980979,0.9121016387,2.6521544545,0.9325106522,0.5839071185,-1.6784431958
12.4169905324,14.3822825856,2.7645504465,1.8259954569,0.4747509721,0.5292323594,1.6002934152,-1.0586729780
12.2019636947,12.9715409412,2.8727907772,0.9831364461,0.8686660296,1.2184620255,0.5637989460,-1.3076544252
12.0057109204,14.6157056441,0.3632100150,1.1112309856,1.1415182872,1.0930688506,1.1102966468,-1.8036699068
13.5713736173,15.9875416010,2.7107028352,1.5927162965,1.6322790457,1.1596940154,1.4144940467,-1.5419328657
11.7405956870,15.1457036001,0.7695527088,0.9671398711,1.2026595027,0.2769394860,1.5347269914,-1.5736460014
13.4331400313,12.5177102648,0.2022024562,1.1576796252,1.8566235545,0.5742648970,1.7457040455,-0.9160576714
12.2281556611,14.2451886244,2.8511602260,0.8585381201,0.6739588536,1.7814892020,1.9592295682,-1.4353744753
13.8709751180,14.3888265997,2.4475591174,0.6883074723,2.0784851758,0.0265517044,0.3855434538,-1.6157404215
12.4440689407,14.5268773722,1.4716144036,0.5103501841,2.7138992649,0.1668045473,1.4780181357,-1.8778395030
13.7940051008,14.0033168823,1.0434295722,1.7447892295,0.8549034453,0.4020572773,1.0121968758,-1.7343301330
11.5624370829,13.4263344871,2.7554223988,0.3656144374,2.2559459828,1.3495952910,1.7545834094,-1.3171607790
11.6436963806,14.5904662802,1.3087824440,0.9729319932,1.4166990883,0.3163086469,0.2396974033,-1.2498050131
13.7304371210,14.8562436526,0.2335060068,1.1504298233,1.7609030071,0.4731558903,0.3707931419,-1.5039278954
11.3026003971,13.2946580498,2.8444235607,0.3419637558,1.7217990618,1.2098258390,0.4241577562,-2.0457504644
13.5443994563,12.1882019248,1.4689488647,1.0477947687,1.6906305196,0.9697456049,1.5892489873,-0.9725262995
11.4117026203,14.8811493334,1.6459539590,0.7692238614,1.5663060218,1.0120479181,1.4774611036,-1.0140726936
11.3313077445,12.6920332120,1.2295812023,1.0578801159,0.8290833859,1.2681598925,1.2103835275,-0.8057007421
13.1223326263,14.6257884498,1.1424944525,1.8325302575,2.3107356565,1.2300314927,1.3963454356,-1.2801913867
11.4638893044,12.9735278040,2.6343841745,1.8302041701,0.4617876196,0.2951902924,1.0006447155,-1.0598834142
11.7497013317,12.9021260797,1.5111796641,1.1902158327,1.9029574440,1.2752116327,1.2157245876,-1.2091998052
11.2291534005,15.0011023452,2.8942725474,1.4223682324,0.6338738286,1.0006944665,0.8223343827,-0.7500633453
11.8195222070,12.5589190231,2.8980724143,1.7388584458,2.0017529121,1.5506425136,0.5518492697,-1.4843898808
12.8812196974,12.8771303994,0.9345131986,1.6118591097,1.9963514562,0.4967553833,1.6168268913,-1.0250846755
12.8502131488,14.7606150951,1.3286271001,1.8443485357,0.3924922311,1.7315051071,0.1200865294,-2.0199603443
13.2990778114,13.4994485211,1.7847172018,0.3367497426,2.0844228097,0.2457596274,0.9492381586,-1.2614724604
12.3238532258,15.8317427160,0.6652496072,1.7818483110,1.1101589606,1.8876551374,1.8250930322,-0.9120549554
12.8494233839,13.8611753950,1.9727437427,0.4222178860,1.9286107095,0.5135258908,0.6327893522,-1.6142548593
11.2622706844,14.9993056487,2.3300249312,0.7228599400,1.4228151701,0.4491701521,0.4478434660,-1.6972690631
